,date,value_og
635,1968-07-01,
636,1968-08-01,
637,1968-09-01,
638,1968-10-01,
639,1968-11-01,
640,1968-12-01,
641,1969-01-01,
642,1969-02-01,
643,1969-03-01,
644,1969-04-01,
645,1969-05-01,
646,1969-06-01,
647,1969-07-01,
648,1969-08-01,
649,1969-09-01,
650,1969-10-01,
651,1969-11-01,
652,1969-12-01,
653,1970-01-01,
654,1970-02-01,
655,1970-03-01,
656,1970-04-01,
657,1970-05-01,
658,1970-06-01,
659,1970-07-01,
660,1970-08-01,
661,1970-09-01,
662,1970-10-01,
663,1970-11-01,
664,1970-12-01,
665,1971-01-01,
666,1971-02-01,
667,1971-03-01,
668,1971-04-01,
669,1971-05-01,
670,1971-06-01,
671,1971-07-01,
672,1971-08-01,
673,1971-09-01,
674,1971-10-01,
675,1971-11-01,
676,1971-12-01,
677,1972-01-01,
678,1972-02-01,
679,1972-03-01,
680,1972-04-01,
681,1972-05-01,
682,1972-06-01,
683,1972-07-01,
684,1972-08-01,
685,1972-09-01,
686,1972-10-01,
687,1972-11-01,
688,1972-12-01,
689,1973-01-01,
690,1973-02-01,
691,1973-03-01,
692,1973-04-01,
693,1973-05-01,
694,1973-06-01,
695,1973-07-01,
696,1973-08-01,
697,1973-09-01,
698,1973-10-01,
699,1973-11-01,
700,1973-12-01,
701,1974-01-01,
702,1974-02-01,
703,1974-03-01,
704,1974-04-01,
705,1974-05-01,
706,1974-06-01,
707,1974-07-01,
708,1974-08-01,
709,1974-09-01,
710,1974-10-01,
711,1974-11-01,
712,1974-12-01,
713,1975-01-01,
714,1975-02-01,
715,1975-03-01,
716,1975-04-01,
717,1975-05-01,
718,1975-06-01,
719,1975-07-01,
720,1975-08-01,
721,1975-09-01,
722,1975-10-01,
723,1975-11-01,
724,1975-12-01,
725,1976-01-01,
726,1976-02-01,
727,1976-03-01,
728,1976-04-01,
729,1976-05-01,
730,1976-06-01,
731,1976-07-01,
732,1976-08-01,
733,1976-09-01,
734,1976-10-01,
735,1976-11-01,
736,1976-12-01,
737,1977-01-01,
738,1977-02-01,
739,1977-03-01,
740,1977-04-01,
741,1977-05-01,
742,1977-06-01,
743,1977-07-01,
744,1977-08-01,
745,1977-09-01,
746,1977-10-01,
747,1977-11-01,
748,1977-12-01,
749,1978-01-01,
750,1978-02-01,
751,1978-03-01,
752,1978-04-01,
753,1978-05-01,
754,1978-06-01,
755,1978-07-01,
756,1978-08-01,
757,1978-09-01,
758,1978-10-01,
759,1978-11-01,
760,1978-12-01,
761,1979-01-01,
762,1979-02-01,
763,1979-03-01,
764,1979-04-01,
765,1979-05-01,
766,1979-06-01,
767,1979-07-01,
768,1979-08-01,
769,1979-09-01,
770,1979-10-01,
771,1979-11-01,
772,1979-12-01,
773,1980-01-01,
0,1980-02-01,392.8
1,1980-03-01,392.3
2,1980-04-01,387.5
3,1980-05-01,388.1
4,1980-06-01,390.9
5,1980-07-01,394.5
6,1980-08-01,401.7
7,1980-09-01,406.8
8,1980-10-01,410.7
9,1980-11-01,414.0
10,1980-12-01,411.0
11,1981-01-01,416.1
12,1981-02-01,417.2
13,1981-03-01,421.6
14,1981-04-01,429.5
15,1981-05-01,427.7
16,1981-06-01,428.4
17,1981-07-01,430.3
18,1981-08-01,431.8
19,1981-09-01,431.7
20,1981-10-01,433.1
21,1981-11-01,436.7
22,1981-12-01,442.1
23,1982-01-01,448.4
24,1982-02-01,447.1
25,1982-03-01,447.8
26,1982-04-01,452.6
27,1982-05-01,451.3
28,1982-06-01,451.0
29,1982-07-01,451.4
30,1982-08-01,455.2
31,1982-09-01,460.7
32,1982-10-01,468.3
33,1982-11-01,474.6
34,1982-12-01,478.6
35,1983-01-01,482.2
36,1983-02-01,490.8
37,1983-03-01,497.7
38,1983-04-01,496.2
39,1983-05-01,507.4
40,1983-06-01,512.0
41,1983-07-01,515.5
42,1983-08-01,516.6
43,1983-09-01,517.4
44,1983-10-01,517.7
45,1983-11-01,518.1
46,1983-12-01,521.1
47,1984-01-01,524.3
48,1984-02-01,532.9
49,1984-03-01,535.3
50,1984-04-01,535.1
51,1984-05-01,541.1
52,1984-06-01,546.2
53,1984-07-01,545.5
54,1984-08-01,546.3
55,1984-09-01,549.0
56,1984-10-01,545.6
57,1984-11-01,549.4
58,1984-12-01,554.3
59,1985-01-01,563.0
60,1985-02-01,569.2
61,1985-03-01,571.9
62,1985-04-01,575.0
63,1985-05-01,581.5
64,1985-06-01,591.1
65,1985-07-01,595.7
66,1985-08-01,606.0
67,1985-09-01,611.8
68,1985-10-01,611.1
69,1985-11-01,617.7
70,1985-12-01,624.5
71,1986-01-01,626.9
72,1986-02-01,630.9
73,1986-03-01,638.2
74,1986-04-01,646.1
75,1986-05-01,658.4
76,1986-06-01,666.4
77,1986-07-01,676.1
78,1986-08-01,687.5
79,1986-09-01,693.3
80,1986-10-01,701.2
81,1986-11-01,713.4
82,1986-12-01,730.4
83,1987-01-01,737.6
84,1987-02-01,736.8
85,1987-03-01,739.2
86,1987-04-01,750.2
87,1987-05-01,753.0
88,1987-06-01,750.4
89,1987-07-01,747.7
90,1987-08-01,750.8
91,1987-09-01,751.1
92,1987-10-01,760.7
93,1987-11-01,756.5
94,1987-12-01,752.9
95,1988-01-01,762.5
96,1988-02-01,759.6
97,1988-03-01,763.3
98,1988-04-01,770.2
99,1988-05-01,770.1
100,1988-06-01,776.4
101,1988-07-01,782.4
102,1988-08-01,782.5
103,1988-09-01,782.5
104,1988-10-01,783.3
105,1988-11-01,783.7
106,1988-12-01,787.5
107,1989-01-01,786.4
108,1989-02-01,787.4
109,1989-03-01,786.5
110,1989-04-01,782.9
111,1989-05-01,773.5
112,1989-06-01,770.8
113,1989-07-01,777.2
114,1989-08-01,777.7
115,1989-09-01,781.7
116,1989-10-01,787.6
117,1989-11-01,790.0
118,1989-12-01,797.4
119,1990-01-01,794.9
120,1990-02-01,801.3
121,1990-03-01,804.6
122,1990-04-01,807.1
123,1990-05-01,805.7
124,1990-06-01,809.5
125,1990-07-01,809.2
126,1990-08-01,816.3
127,1990-09-01,822.7
128,1990-10-01,820.1
129,1990-11-01,822.6
130,1990-12-01,825.2
131,1991-01-01,827.0
132,1991-02-01,836.3
133,1991-03-01,842.8
134,1991-04-01,842.0
135,1991-05-01,851.9
136,1991-06-01,858.4
137,1991-07-01,859.7
138,1991-08-01,866.2
139,1991-09-01,870.3
140,1991-10-01,879.4
141,1991-11-01,890.2
142,1991-12-01,896.7
143,1992-01-01,910.6
144,1992-02-01,930.8
145,1992-03-01,938.6
146,1992-04-01,943.0
147,1992-05-01,954.4
148,1992-06-01,952.1
149,1992-07-01,961.0
150,1992-08-01,973.5
151,1992-09-01,989.7
152,1992-10-01,1007.3
153,1992-11-01,1019.2
154,1992-12-01,1024.3
155,1993-01-01,1033.4
156,1993-02-01,1033.0
157,1993-03-01,1035.0
158,1993-04-01,1043.2
159,1993-05-01,1067.3
160,1993-06-01,1073.8
161,1993-07-01,1085.6
162,1993-08-01,1095.0
163,1993-09-01,1107.7
164,1993-10-01,1116.2
165,1993-11-01,1125.9
166,1993-12-01,1131.4
167,1994-01-01,1133.7
168,1994-02-01,1138.7
169,1994-03-01,1142.5
170,1994-04-01,1141.3
171,1994-05-01,1143.1
172,1994-06-01,1147.0
173,1994-07-01,1153.7
174,1994-08-01,1152.2
175,1994-09-01,1152.8
176,1994-10-01,1148.5
177,1994-11-01,1147.7
178,1994-12-01,1147.5
179,1995-01-01,1148.9
180,1995-02-01,1147.1
181,1995-03-01,1148.0
182,1995-04-01,1149.7
183,1995-05-01,1143.0
184,1995-06-01,1143.7
185,1995-07-01,1145.1
186,1995-08-01,1143.6
187,1995-09-01,1139.9
188,1995-10-01,1129.9
189,1995-11-01,1126.6
190,1995-12-01,1123.1
191,1996-01-01,1119.0
192,1996-02-01,1116.7
193,1996-03-01,1126.2
194,1996-04-01,1123.7
195,1996-05-01,1117.5
196,1996-06-01,1117.3
197,1996-07-01,1108.5
198,1996-08-01,1099.4
199,1996-09-01,1092.1
200,1996-10-01,1076.5
201,1996-11-01,1076.1
202,1996-12-01,1076.9
203,1997-01-01,1079.9
204,1997-02-01,1080.6
205,1997-03-01,1074.8
206,1997-04-01,1065.0
207,1997-05-01,1062.9
208,1997-06-01,1063.8
209,1997-07-01,1062.1
210,1997-08-01,1069.6
211,1997-09-01,1060.3
212,1997-10-01,1057.6
213,1997-11-01,1064.2
214,1997-12-01,1068.5
215,1998-01-01,1073.6
216,1998-02-01,1076.2
217,1998-03-01,1080.0
218,1998-04-01,1079.4
219,1998-05-01,1078.2
220,1998-06-01,1074.8
221,1998-07-01,1072.3
222,1998-08-01,1069.6
223,1998-09-01,1071.3
224,1998-10-01,1078.6
225,1998-11-01,1087.7
226,1998-12-01,1092.6
227,1999-01-01,1090.1
228,1999-02-01,1092.1
229,1999-03-01,1100.7
230,1999-04-01,1107.8
231,1999-05-01,1104.6
232,1999-06-01,1100.4
233,1999-07-01,1097.8
234,1999-08-01,1102.0
235,1999-09-01,1092.7
236,1999-10-01,1098.6
237,1999-11-01,1108.2
238,1999-12-01,1125.7
239,2000-01-01,1121.7
240,2000-02-01,1105.0
241,2000-03-01,1110.7
242,2000-04-01,1115.4
243,2000-05-01,1104.9
244,2000-06-01,1102.2
245,2000-07-01,1103.5
246,2000-08-01,1101.8
247,2000-09-01,1094.9
248,2000-10-01,1098.9
249,2000-11-01,1090.7
250,2000-12-01,1089.1
251,2001-01-01,1102.3
252,2001-02-01,1101.0
253,2001-03-01,1111.2
254,2001-04-01,1115.8
255,2001-05-01,1117.4
256,2001-06-01,1123.5
257,2001-07-01,1136.0
258,2001-08-01,1143.1
259,2001-09-01,1178.4
260,2001-10-01,1157.0
261,2001-11-01,1158.1
262,2001-12-01,1177.4
263,2002-01-01,1181.8
264,2002-02-01,1182.6
265,2002-03-01,1184.5
266,2002-04-01,1174.0
267,2002-05-01,1182.1
268,2002-06-01,1188.6
269,2002-07-01,1197.6
270,2002-08-01,1184.0
271,2002-09-01,1192.2
272,2002-10-01,1201.5
273,2002-11-01,1200.6
274,2002-12-01,1219.1
275,2003-01-01,1213.4
276,2003-02-01,1231.7
277,2003-03-01,1234.7
278,2003-04-01,1236.1
279,2003-05-01,1259.3
280,2003-06-01,1272.2
281,2003-07-01,1277.3
282,2003-08-01,1286.4
283,2003-09-01,1288.1
284,2003-10-01,1286.8
285,2003-11-01,1281.9
286,2003-12-01,1287.0
287,2004-01-01,1286.4
288,2004-02-01,1311.4
289,2004-03-01,1331.5
290,2004-04-01,1327.7
291,2004-05-01,1319.2
292,2004-06-01,1335.2
293,2004-07-01,1324.2
294,2004-08-01,1341.3
295,2004-09-01,1344.9
296,2004-10-01,1343.7
297,2004-11-01,1362.7
298,2004-12-01,1363.0
299,2005-01-01,1353.5
300,2005-02-01,1361.3
301,2005-03-01,1371.8
302,2005-04-01,1354.6
303,2005-05-01,1365.3
304,2005-06-01,1365.3
305,2005-07-01,1344.0
306,2005-08-01,1369.1
307,2005-09-01,1363.6
308,2005-10-01,1367.6
309,2005-11-01,1372.4
310,2005-12-01,1372.3
311,2006-01-01,1382.5
312,2006-02-01,1374.8
313,2006-03-01,1384.0
314,2006-04-01,1391.1
315,2006-05-01,1394.1
316,2006-06-01,1368.8
317,2006-07-01,1372.4
318,2006-08-01,1368.8
319,2006-09-01,1357.7
320,2006-10-01,1369.2
321,2006-11-01,1368.0
322,2006-12-01,1357.5
323,2007-01-01,1371.6
324,2007-02-01,1359.5
325,2007-03-01,1368.0
326,2007-04-01,1376.9
327,2007-05-01,1375.9
328,2007-06-01,1363.9
329,2007-07-01,1368.8
330,2007-08-01,1367.8
331,2007-09-01,1368.5
332,2007-10-01,1370.3
333,2007-11-01,1363.9
334,2007-12-01,1363.0
335,2008-01-01,1364.6
336,2008-02-01,1367.5
337,2008-03-01,1372.6
338,2008-04-01,1368.0
339,2008-05-01,1363.6
340,2008-06-01,1386.1
341,2008-07-01,1400.9
342,2008-08-01,1391.5
343,2008-09-01,1453.9
344,2008-10-01,1473.1
345,2008-11-01,1522.5
346,2008-12-01,1599.8
347,2009-01-01,1575.1
348,2009-02-01,1558.5
349,2009-03-01,1559.0
350,2009-04-01,1592.4
351,2009-05-01,1596.2
352,2009-06-01,1650.1
353,2009-07-01,1654.4
354,2009-08-01,1649.6
355,2009-09-01,1662.2
356,2009-10-01,1673.9
357,2009-11-01,1694.2
358,2009-12-01,1689.4
359,2010-01-01,1676.5
360,2010-02-01,1710.4
361,2010-03-01,1712.2
362,2010-04-01,1700.7
363,2010-05-01,1705.2
364,2010-06-01,1722.6
365,2010-07-01,1718.5
366,2010-08-01,1745.6
367,2010-09-01,1765.5
368,2010-10-01,1779.0
369,2010-11-01,1831.9
370,2010-12-01,1836.1
371,2011-01-01,1853.7
372,2011-02-01,1872.9
373,2011-03-01,1890.2
374,2011-04-01,1901.0
375,2011-05-01,1935.3
376,2011-06-01,1947.3
377,2011-07-01,2006.2
378,2011-08-01,2108.7
379,2011-09-01,2123.0
380,2011-10-01,2149.2
381,2011-11-01,2149.1
382,2011-12-01,2158.0
383,2012-01-01,2228.6
384,2012-02-01,2222.9
385,2012-03-01,2220.7
386,2012-04-01,2248.0
387,2012-05-01,2238.1
388,2012-06-01,2256.1
389,2012-07-01,2318.9
390,2012-08-01,2332.9
391,2012-09-01,2379.1
392,2012-10-01,2418.4
393,2012-11-01,2395.9
394,2012-12-01,2455.5
395,2013-01-01,2459.8
396,2013-02-01,2471.2
397,2013-03-01,2457.0
398,2013-04-01,2523.2
399,2013-05-01,2534.7
400,2013-06-01,2522.3
401,2013-07-01,2549.1
402,2013-08-01,2552.5
403,2013-09-01,2576.1
404,2013-10-01,2634.9
405,2013-11-01,2610.8
406,2013-12-01,2649.7
407,2014-01-01,2683.1
408,2014-02-01,2731.5
409,2014-03-01,2744.3
410,2014-04-01,2777.7
411,2014-05-01,2790.2
412,2014-06-01,2833.9
413,2014-07-01,2856.5
414,2014-08-01,2816.6
415,2014-09-01,2855.4
416,2014-10-01,2853.3
417,2014-11-01,2852.8
418,2014-12-01,2897.4
419,2015-01-01,2924.0
420,2015-02-01,2988.3
421,2015-03-01,2988.0
422,2015-04-01,2993.8
423,2015-05-01,2986.8
424,2015-06-01,3007.9
425,2015-07-01,3035.6
426,2015-08-01,3049.5
427,2015-09-01,3051.4
428,2015-10-01,3035.5
429,2015-11-01,3092.9
430,2015-12-01,3076.3
431,2016-01-01,3091.9
432,2016-02-01,3101.9
433,2016-03-01,3145.4
434,2016-04-01,3184.8
435,2016-05-01,3237.0
436,2016-06-01,3242.4
437,2016-07-01,3242.8
438,2016-08-01,3314.1
439,2016-09-01,3317.9
440,2016-10-01,3342.2
441,2016-11-01,3353.0
442,2016-12-01,3320.7
443,2017-01-01,3396.2
444,2017-02-01,3374.0
445,2017-03-01,3436.5
446,2017-04-01,3434.0
447,2017-05-01,3504.2
448,2017-06-01,3497.6
449,2017-07-01,3531.6
450,2017-08-01,3560.1
451,2017-09-01,3553.1
452,2017-10-01,3594.8
453,2017-11-01,3617.7
454,2017-12-01,3614.6
455,2018-01-01,3648.0
456,2018-02-01,3614.0
457,2018-03-01,3664.3
458,2018-04-01,3659.3
459,2018-05-01,3652.0
460,2018-06-01,3658.0
461,2018-07-01,3667.7
462,2018-08-01,3702.8
463,2018-09-01,3731.1
464,2018-10-01,3738.4
465,2018-11-01,3716.3
466,2018-12-01,3780.9
467,2019-01-01,3737.2
468,2019-02-01,3759.4
469,2019-03-01,3721.7
470,2019-04-01,3782.8
471,2019-05-01,3791.9
472,2019-06-01,3831.7
473,2019-07-01,3852.4
474,2019-08-01,3839.5
475,2019-09-01,3900.8
476,2019-10-01,3934.5
477,2019-11-01,3963.9
478,2019-12-01,4005.4
479,2020-01-01,3980.9
480,2020-02-01,4019.3
481,2020-03-01,4267.6
482,2020-04-01,4817.3
483,2020-05-01,5063.0
484,2020-06-01,5249.9
485,2020-07-01,5328.6
486,2020-08-01,5395.0
487,2020-09-01,5512.1
488,2020-10-01,5579.9
489,2020-11-01,6048.2
490,2020-12-01,6619.4
491,2021-01-01,6750.9
492,2021-02-01,18412.0
493,2021-03-01,18682.9
494,2021-04-01,18935.2
495,2021-05-01,19221.7
496,2021-06-01,19268.1
497,2021-07-01,19402.0
498,2021-08-01,19677.7
499,2021-09-01,19862.2
500,2021-10-01,20083.1
501,2021-11-01,20345.0
502,2021-12-01,20553.1
503,2022-01-01,20716.1
504,2022-02-01,20694.2
505,2022-03-01,20710.1
506,2022-04-01,20620.5
507,2022-05-01,20632.9
508,2022-06-01,20545.4
509,2022-07-01,20514.7
510,2022-08-01,20452.9
511,2022-09-01,20283.5
512,2022-10-01,20099.9
513,2022-11-01,19933.2
514,2022-12-01,19685.8
515,2023-01-01,19641.0
516,2023-02-01,19336.7
517,2023-03-01,18942.8
518,2023-04-01,18629.2
519,2023-05-01,18606.2
520,2023-06-01,18506.0
774,,
