,date,value_og
635,1968-07-01,
636,1968-08-01,
637,1968-09-01,
638,1968-10-01,
639,1968-11-01,
640,1968-12-01,
641,1969-01-01,
642,1969-02-01,
643,1969-03-01,
644,1969-04-01,
645,1969-05-01,
646,1969-06-01,
647,1969-07-01,
648,1969-08-01,
649,1969-09-01,
650,1969-10-01,
651,1969-11-01,
652,1969-12-01,
653,1970-01-01,
654,1970-02-01,
655,1970-03-01,
656,1970-04-01,
657,1970-05-01,
658,1970-06-01,
659,1970-07-01,
660,1970-08-01,
661,1970-09-01,
662,1970-10-01,
663,1970-11-01,
664,1970-12-01,
665,1971-01-01,
666,1971-02-01,
667,1971-03-01,
668,1971-04-01,
669,1971-05-01,
670,1971-06-01,
671,1971-07-01,
672,1971-08-01,
673,1971-09-01,
674,1971-10-01,
675,1971-11-01,
676,1971-12-01,
677,1972-01-01,
678,1972-02-01,
679,1972-03-01,
680,1972-04-01,
681,1972-05-01,
682,1972-06-01,
683,1972-07-01,
684,1972-08-01,
685,1972-09-01,
686,1972-10-01,
687,1972-11-01,
688,1972-12-01,
689,1973-01-01,
690,1973-02-01,
691,1973-03-01,
692,1973-04-01,
693,1973-05-01,
694,1973-06-01,
695,1973-07-01,
696,1973-08-01,
697,1973-09-01,
698,1973-10-01,
699,1973-11-01,
700,1973-12-01,
701,1974-01-01,
702,1974-02-01,
703,1974-03-01,
704,1974-04-01,
705,1974-05-01,
706,1974-06-01,
707,1974-07-01,
708,1974-08-01,
709,1974-09-01,
710,1974-10-01,
711,1974-11-01,
712,1974-12-01,
713,1975-01-01,
714,1975-02-01,
715,1975-03-01,
716,1975-04-01,
717,1975-05-01,
718,1975-06-01,
719,1975-07-01,
720,1975-08-01,
721,1975-09-01,
722,1975-10-01,
723,1975-11-01,
724,1975-12-01,
725,1976-01-01,
726,1976-02-01,
727,1976-03-01,
728,1976-04-01,
729,1976-05-01,
730,1976-06-01,
731,1976-07-01,
732,1976-08-01,
733,1976-09-01,
734,1976-10-01,
735,1976-11-01,
736,1976-12-01,
737,1977-01-01,
738,1977-02-01,
739,1977-03-01,
740,1977-04-01,
741,1977-05-01,
742,1977-06-01,
743,1977-07-01,
744,1977-08-01,
745,1977-09-01,
746,1977-10-01,
747,1977-11-01,
748,1977-12-01,
749,1978-01-01,
750,1978-02-01,
751,1978-03-01,
752,1978-04-01,
753,1978-05-01,
754,1978-06-01,
755,1978-07-01,
756,1978-08-01,
757,1978-09-01,
758,1978-10-01,
759,1978-11-01,
760,1978-12-01,
761,1979-01-01,
762,1979-02-01,
763,1979-03-01,
764,1979-04-01,
765,1979-05-01,
766,1979-06-01,
767,1979-07-01,
768,1979-08-01,
769,1979-09-01,
770,1979-10-01,
771,1979-11-01,
772,1979-12-01,
773,1980-01-01,
0,1980-02-01,5268.0
1,1980-03-01,5263.0
2,1980-04-01,5250.0
3,1980-05-01,5227.0
4,1980-06-01,5241.0
5,1980-07-01,5244.0
6,1980-08-01,5257.0
7,1980-09-01,5275.0
8,1980-10-01,5300.0
9,1980-11-01,5299.0
10,1980-12-01,5302.0
11,1981-01-01,5310.0
12,1981-02-01,5333.0
13,1981-03-01,5332.0
14,1981-04-01,5342.0
15,1981-05-01,5342.0
16,1981-06-01,5345.0
17,1981-07-01,5352.0
18,1981-08-01,5370.0
19,1981-09-01,5375.0
20,1981-10-01,5354.0
21,1981-11-01,5362.0
22,1981-12-01,5342.0
23,1982-01-01,5331.0
24,1982-02-01,5324.0
25,1982-03-01,5309.0
26,1982-04-01,5301.0
27,1982-05-01,5325.0
28,1982-06-01,5302.0
29,1982-07-01,5298.0
30,1982-08-01,5279.0
31,1982-09-01,5277.0
32,1982-10-01,5249.0
33,1982-11-01,5232.0
34,1982-12-01,5203.0
35,1983-01-01,5208.0
36,1983-02-01,5178.0
37,1983-03-01,5198.0
38,1983-04-01,5204.0
39,1983-05-01,5184.0
40,1983-06-01,5205.0
41,1983-07-01,5227.0
42,1983-08-01,5247.0
43,1983-09-01,5254.0
44,1983-10-01,5284.0
45,1983-11-01,5285.0
46,1983-12-01,5304.0
47,1984-01-01,5340.0
48,1984-02-01,5356.0
49,1984-03-01,5375.0
50,1984-04-01,5395.0
51,1984-05-01,5496.0
52,1984-06-01,5511.0
53,1984-07-01,5511.0
54,1984-08-01,5559.0
55,1984-09-01,5590.0
56,1984-10-01,5612.0
57,1984-11-01,5628.0
58,1984-12-01,5653.0
59,1985-01-01,5677.0
60,1985-02-01,5686.0
61,1985-03-01,5685.0
62,1985-04-01,5715.0
63,1985-05-01,5756.0
64,1985-06-01,5766.0
65,1985-07-01,5771.0
66,1985-08-01,5804.0
67,1985-09-01,5805.0
68,1985-10-01,5830.0
69,1985-11-01,5850.0
70,1985-12-01,5855.0
71,1986-01-01,5867.0
72,1986-02-01,5900.0
73,1986-03-01,5900.0
74,1986-04-01,5920.0
75,1986-05-01,5868.0
76,1986-06-01,5824.0
77,1986-07-01,5847.0
78,1986-08-01,5866.0
79,1986-09-01,5874.0
80,1986-10-01,5871.0
81,1986-11-01,5874.0
82,1986-12-01,5855.0
83,1987-01-01,5874.0
84,1987-02-01,5878.0
85,1987-03-01,5880.0
86,1987-04-01,5882.0
87,1987-05-01,5783.0
88,1987-06-01,5774.0
89,1987-07-01,5790.0
90,1987-08-01,5798.0
91,1987-09-01,5806.0
92,1987-10-01,5824.0
93,1987-11-01,5857.0
94,1987-12-01,5871.0
95,1988-01-01,5892.0
96,1988-02-01,5903.0
97,1988-03-01,5920.0
98,1988-04-01,5945.0
99,1988-05-01,6113.0
100,1988-06-01,6142.0
101,1988-07-01,6169.0
102,1988-08-01,6190.0
103,1988-09-01,6218.0
104,1988-10-01,6240.0
105,1988-11-01,6270.0
106,1988-12-01,6303.0
107,1989-01-01,6333.0
108,1989-02-01,6362.0
109,1989-03-01,6385.0
110,1989-04-01,6399.0
111,1989-05-01,6209.0
112,1989-06-01,6229.0
113,1989-07-01,6234.0
114,1989-08-01,6246.0
115,1989-09-01,6263.0
116,1989-10-01,6270.0
117,1989-11-01,6293.0
118,1989-12-01,6311.0
119,1990-01-01,6332.0
120,1990-02-01,6325.0
121,1990-03-01,6343.0
122,1990-04-01,6345.0
123,1990-05-01,6354.0
124,1990-06-01,6353.0
125,1990-07-01,6355.0
126,1990-08-01,6383.0
127,1990-09-01,6374.0
128,1990-10-01,6356.0
129,1990-11-01,6338.0
130,1990-12-01,6328.0
131,1991-01-01,6314.0
132,1991-02-01,6274.0
133,1991-03-01,6253.0
134,1991-04-01,6237.0
135,1991-05-01,6079.0
136,1991-06-01,6070.0
137,1991-07-01,6052.0
138,1991-08-01,6047.0
139,1991-09-01,6047.0
140,1991-10-01,6041.0
141,1991-11-01,6032.0
142,1991-12-01,6017.0
143,1992-01-01,6009.0
144,1992-02-01,5997.0
145,1992-03-01,5987.0
146,1992-04-01,5992.0
147,1992-05-01,5989.0
148,1992-06-01,5974.0
149,1992-07-01,5969.0
150,1992-08-01,5963.0
151,1992-09-01,5952.0
152,1992-10-01,5961.0
153,1992-11-01,5968.0
154,1992-12-01,5967.0
155,1993-01-01,6004.0
156,1993-02-01,5996.0
157,1993-03-01,6006.0
158,1993-04-01,6008.0
159,1993-05-01,6121.0
160,1993-06-01,6111.0
161,1993-07-01,6129.0
162,1993-08-01,6117.0
163,1993-09-01,6111.0
164,1993-10-01,6127.0
165,1993-11-01,6130.0
166,1993-12-01,6138.0
167,1994-01-01,6140.0
168,1994-02-01,6169.0
169,1994-03-01,6184.0
170,1994-04-01,6209.0
171,1994-05-01,6038.0
172,1994-06-01,6045.0
173,1994-07-01,6051.0
174,1994-08-01,6071.0
175,1994-09-01,6081.0
176,1994-10-01,6105.0
177,1994-11-01,6111.0
178,1994-12-01,6127.0
179,1995-01-01,6148.0
180,1995-02-01,6184.0
181,1995-03-01,6192.0
182,1995-04-01,6204.0
183,1995-05-01,6292.0
184,1995-06-01,6310.0
185,1995-07-01,6334.0
186,1995-08-01,6334.0
187,1995-09-01,6339.0
188,1995-10-01,6356.0
189,1995-11-01,6368.0
190,1995-12-01,6379.0
191,1996-01-01,6389.0
192,1996-02-01,6414.0
193,1996-03-01,6436.0
194,1996-04-01,6444.0
195,1996-05-01,6558.0
196,1996-06-01,6576.0
197,1996-07-01,6589.0
198,1996-08-01,6593.0
199,1996-09-01,6603.0
200,1996-10-01,6632.0
201,1996-11-01,6637.0
202,1996-12-01,6657.0
203,1997-01-01,6662.0
204,1997-02-01,6683.0
205,1997-03-01,6708.0
206,1997-04-01,6710.0
207,1997-05-01,6630.0
208,1997-06-01,6631.0
209,1997-07-01,6663.0
210,1997-08-01,6672.0
211,1997-09-01,6684.0
212,1997-10-01,6710.0
213,1997-11-01,6733.0
214,1997-12-01,6743.0
215,1998-01-01,6776.0
216,1998-02-01,6794.0
217,1998-03-01,6798.0
218,1998-04-01,6816.0
219,1998-05-01,6806.0
220,1998-06-01,6828.0
221,1998-07-01,6820.0
222,1998-08-01,6836.0
223,1998-09-01,6848.0
224,1998-10-01,6865.0
225,1998-11-01,6868.0
226,1998-12-01,6882.0
227,1999-01-01,6912.0
228,1999-02-01,6908.0
229,1999-03-01,6919.0
230,1999-04-01,6934.0
231,1999-05-01,6962.0
232,1999-06-01,6982.0
233,1999-07-01,7005.0
234,1999-08-01,7031.0
235,1999-09-01,7040.0
236,1999-10-01,7056.0
237,1999-11-01,7072.0
238,1999-12-01,7082.0
239,2000-01-01,7105.0
240,2000-02-01,7115.0
241,2000-03-01,7142.0
242,2000-04-01,7145.0
243,2000-05-01,7047.0
244,2000-06-01,7031.0
245,2000-07-01,7060.0
246,2000-08-01,7058.0
247,2000-09-01,7065.0
248,2000-10-01,7084.0
249,2000-11-01,7102.0
250,2000-12-01,7091.0
251,2001-01-01,7080.0
252,2001-02-01,7071.0
253,2001-03-01,7069.0
254,2001-04-01,7066.0
255,2001-05-01,7040.0
256,2001-06-01,7024.0
257,2001-07-01,7022.0
258,2001-08-01,7017.0
259,2001-09-01,6990.0
260,2001-10-01,6965.0
261,2001-11-01,6946.0
262,2001-12-01,6934.0
263,2002-01-01,6925.0
264,2002-02-01,6919.0
265,2002-03-01,6917.0
266,2002-04-01,6910.0
267,2002-05-01,6678.0
268,2002-06-01,6681.0
269,2002-07-01,6682.0
270,2002-08-01,6671.0
271,2002-09-01,6667.0
272,2002-10-01,6652.0
273,2002-11-01,6652.0
274,2002-12-01,6637.0
275,2003-01-01,6635.0
276,2003-02-01,6637.0
277,2003-03-01,6640.0
278,2003-04-01,6630.0
279,2003-05-01,5585.1
280,2003-06-01,5573.6
281,2003-07-01,5556.6
282,2003-08-01,5548.2
283,2003-09-01,5545.5
284,2003-10-01,5547.6
285,2003-11-01,5557.5
286,2003-12-01,5565.3
287,2004-01-01,5611.1
288,2004-02-01,5607.3
289,2004-03-01,5621.0
290,2004-04-01,5630.4
291,2004-05-01,5636.9
292,2004-06-01,5633.8
293,2004-07-01,5646.6
294,2004-08-01,5651.9
295,2004-09-01,5665.0
296,2004-10-01,5668.5
297,2004-11-01,5673.2
298,2004-12-01,5695.4
299,2005-01-01,5688.1
300,2005-02-01,5682.2
301,2005-03-01,5701.1
302,2005-04-01,5707.7
303,2005-05-01,5719.5
304,2005-06-01,5717.4
305,2005-07-01,5729.4
306,2005-08-01,5738.3
307,2005-09-01,5738.2
308,2005-10-01,5735.8
309,2005-11-01,5752.4
310,2005-12-01,5754.4
311,2006-01-01,5801.7
312,2006-02-01,5802.1
313,2006-03-01,5820.3
314,2006-04-01,5833.8
315,2006-05-01,5850.4
316,2006-06-01,5851.3
317,2006-07-01,5850.6
318,2006-08-01,5853.3
319,2006-09-01,5865.6
320,2006-10-01,5862.4
321,2006-11-01,5876.5
322,2006-12-01,5885.3
323,2007-01-01,5947.0
324,2007-02-01,5955.6
325,2007-03-01,5960.6
326,2007-04-01,5975.4
327,2007-05-01,5985.8
328,2007-06-01,6008.2
329,2007-07-01,6019.3
330,2007-08-01,6018.7
331,2007-09-01,6028.5
332,2007-10-01,6042.7
333,2007-11-01,6053.5
334,2007-12-01,6047.0
335,2008-01-01,6069.6
336,2008-02-01,6061.4
337,2008-03-01,6053.9
338,2008-04-01,6043.5
339,2008-05-01,6040.1
340,2008-06-01,6037.6
341,2008-07-01,6018.4
342,2008-08-01,6007.8
343,2008-09-01,6004.2
344,2008-10-01,5983.7
345,2008-11-01,5949.9
346,2008-12-01,5909.4
347,2009-01-01,5823.2
348,2009-02-01,5782.3
349,2009-03-01,5747.7
350,2009-04-01,5696.2
351,2009-05-01,5685.3
352,2009-06-01,5677.4
353,2009-07-01,5663.1
354,2009-08-01,5646.0
355,2009-09-01,5649.1
356,2009-10-01,5648.0
357,2009-11-01,5639.7
358,2009-12-01,5618.5
359,2010-01-01,5547.9
360,2010-02-01,5546.6
361,2010-03-01,5568.9
362,2010-04-01,5573.0
363,2010-05-01,5578.7
364,2010-06-01,5574.9
365,2010-07-01,5585.8
366,2010-08-01,5592.3
367,2010-09-01,5588.8
368,2010-10-01,5600.4
369,2010-11-01,5608.6
370,2010-12-01,5619.0
371,2011-01-01,5489.5
372,2011-02-01,5500.7
373,2011-03-01,5520.1
374,2011-04-01,5531.3
375,2011-05-01,5531.2
376,2011-06-01,5543.5
377,2011-07-01,5545.4
378,2011-08-01,5546.3
379,2011-09-01,5539.9
380,2011-10-01,5549.9
381,2011-11-01,5550.4
382,2011-12-01,5563.9
383,2012-01-01,5582.9
384,2012-02-01,5591.7
385,2012-03-01,5594.4
386,2012-04-01,5600.7
387,2012-05-01,5622.6
388,2012-06-01,5632.0
389,2012-07-01,5642.3
390,2012-08-01,5646.7
391,2012-09-01,5644.2
392,2012-10-01,5649.6
393,2012-11-01,5666.7
394,2012-12-01,5659.6
395,2013-01-01,5729.9
396,2013-02-01,5736.7
397,2013-03-01,5732.7
398,2013-04-01,5740.7
399,2013-05-01,5748.9
400,2013-06-01,5760.5
401,2013-07-01,5768.9
402,2013-08-01,5774.7
403,2013-09-01,5794.0
404,2013-10-01,5784.1
405,2013-11-01,5789.6
406,2013-12-01,5810.3
407,2014-01-01,5809.9
408,2014-02-01,5832.1
409,2014-03-01,5836.7
410,2014-04-01,5849.9
411,2014-05-01,5863.7
412,2014-06-01,5877.6
413,2014-07-01,5876.4
414,2014-08-01,5884.9
415,2014-09-01,5879.7
416,2014-10-01,5894.7
417,2014-11-01,5892.6
418,2014-12-01,5907.5
419,2015-01-01,5885.2
420,2015-02-01,5901.2
421,2015-03-01,5903.2
422,2015-04-01,5903.6
423,2015-05-01,5905.4
424,2015-06-01,5904.8
425,2015-07-01,5918.8
426,2015-08-01,5926.6
427,2015-09-01,5916.4
428,2015-10-01,5930.4
429,2015-11-01,5937.0
430,2015-12-01,5940.9
431,2016-01-01,5911.2
432,2016-02-01,5911.7
433,2016-03-01,5920.2
434,2016-04-01,5928.5
435,2016-05-01,5911.2
436,2016-06-01,5924.9
437,2016-07-01,5922.0
438,2016-08-01,5926.3
439,2016-09-01,5938.4
440,2016-10-01,5945.6
441,2016-11-01,5949.5
442,2016-12-01,5952.6
443,2017-01-01,5891.0
444,2017-02-01,5904.2
445,2017-03-01,5902.3
446,2017-04-01,5914.9
447,2017-05-01,5906.5
448,2017-06-01,5921.5
449,2017-07-01,5924.5
450,2017-08-01,5932.4
451,2017-09-01,5932.8
452,2017-10-01,5944.2
453,2017-11-01,5948.1
454,2017-12-01,5959.2
455,2018-01-01,5953.2
456,2018-02-01,5956.2
457,2018-03-01,5967.3
458,2018-04-01,5952.7
459,2018-05-01,5954.8
460,2018-06-01,5960.8
461,2018-07-01,5981.5
462,2018-08-01,6007.1
463,2018-09-01,6009.9
464,2018-10-01,6017.2
465,2018-11-01,6026.3
466,2018-12-01,6030.8
467,2019-01-01,5904.4
468,2019-02-01,5922.2
469,2019-03-01,5917.3
470,2019-04-01,5931.4
471,2019-05-01,5939.6
472,2019-06-01,5936.9
473,2019-07-01,5940.6
474,2019-08-01,5944.3
475,2019-09-01,5941.7
476,2019-10-01,5959.6
477,2019-11-01,5952.4
478,2019-12-01,5963.2
479,2020-01-01,5944.2
480,2020-02-01,5936.2
481,2020-03-01,5936.5
482,2020-04-01,5568.5
483,2020-05-01,5561.1
484,2020-06-01,5616.9
485,2020-07-01,5618.1
486,2020-08-01,5606.2
487,2020-09-01,5622.5
488,2020-10-01,5630.6
489,2020-11-01,5653.3
490,2020-12-01,5683.5
491,2021-01-01,5632.2
492,2021-02-01,5634.7
493,2021-03-01,5661.3
494,2021-04-01,5667.5
495,2021-05-01,5684.1
496,2021-06-01,5702.8
497,2021-07-01,5709.7
498,2021-08-01,5722.1
499,2021-09-01,5735.8
500,2021-10-01,5737.7
501,2021-11-01,5747.3
502,2021-12-01,5766.0
503,2022-01-01,5768.0
504,2022-02-01,5780.3
505,2022-03-01,5788.9
506,2022-04-01,5835.7
507,2022-05-01,5851.7
508,2022-06-01,5874.7
509,2022-07-01,5872.2
510,2022-08-01,5896.2
511,2022-09-01,5909.2
512,2022-10-01,5923.1
513,2022-11-01,5909.3
514,2022-12-01,5925.4
515,2023-01-01,6041.0
516,2023-02-01,6048.8
517,2023-03-01,6055.3
518,2023-04-01,6043.2
519,2023-05-01,6051.4
520,2023-06-01,6047.0
774,,
